nodeId,commHash,commId,rank,nRanks,pid
005061,0x2d781de58a6079e7,0xe7d12636594460c0,12,128,182283
005061,0x2d781de58a6079e7,0xe7d12636594460c0,14,128,182285
005061,0x2d781de58a6079e7,0xe7d12636594460c0,13,128,182284
005061,0x2d781de58a6079e7,0xe7d12636594460c0,15,128,182286
005061,0xc666722b7d6deb53,0x406be5c96c8c150d,0,1,182283
005061,0xfc62a6589714c3d3,0x9f2671b212895e44,0,1,182286
005061,0x931f7eeb2244ee7a,0xa0ef20fa093b200c,0,1,182284
005061,0xde8c083766d3f20,0x785110db574929a9,0,1,182285
005066,0x5536c7d9bd44d567,0x68397d93bb6f627d,35,128,101874
005066,0x5536c7d9bd44d567,0x68397d93bb6f627d,34,128,101873
005066,0x5536c7d9bd44d567,0x68397d93bb6f627d,32,128,101871
005066,0x5536c7d9bd44d567,0x68397d93bb6f627d,33,128,101872
005066,0xe08c65fd1a263a66,0xe5e17b63e63cb70,0,1,101871
005066,0x6d09a15f733ffc5b,0xcb0c41b80fa29fb9,0,1,101874
005066,0x98b708714798e9e5,0x9ad9d1db1c5a267f,0,1,101873
005066,0xea834b657682ede,0x69872bad8623e0b6,0,1,101872
005066,0x2d781de58a6079e7,0xe7d12636594460c0,35,128,101874
005066,0x2d781de58a6079e7,0xe7d12636594460c0,32,128,101871
005066,0x2d781de58a6079e7,0xe7d12636594460c0,34,128,101873
005066,0x2d781de58a6079e7,0xe7d12636594460c0,33,128,101872
005066,0x147f7e7d1c0f886f,0xf64a8b40ed246fe8,0,1,101871
005066,0x749452a55d62354c,0x3cb8ae201c1a5d9a,0,1,101874
005066,0x5c12cd66c1217e41,0xb7c5e9f6133cd2f,0,1,101872
005066,0xb1c685e8fe542044,0xdfecc61ca0ff0f83,0,1,101873
005080,0x5536c7d9bd44d567,0x68397d93bb6f627d,77,128,238502
005080,0x5536c7d9bd44d567,0x68397d93bb6f627d,76,128,238501
005080,0x5536c7d9bd44d567,0x68397d93bb6f627d,78,128,238503
005080,0x5536c7d9bd44d567,0x68397d93bb6f627d,79,128,238504
005080,0x6efd9d0cde1f9e99,0x2c18a0eceed5c2c4,0,1,238502
005080,0x9fd79142de68ef66,0x80b12d6629a839bd,0,1,238504
005080,0x64aec5d11df13d7a,0x5f6a81adc3270640,0,1,238501
005080,0x259bc13f508de26a,0x9cdc6a1c0b55a2d6,0,1,238503
005080,0x2d781de58a6079e7,0xe7d12636594460c0,79,128,238504
005080,0x2d781de58a6079e7,0xe7d12636594460c0,78,128,238503
005080,0x2d781de58a6079e7,0xe7d12636594460c0,77,128,238502
005080,0x2d781de58a6079e7,0xe7d12636594460c0,76,128,238501
005080,0xb872bad310272252,0x4cf9117bcb3b00ac,0,1,238503
005080,0x3ad6127d79319dbe,0xb73a581a5095322a,0,1,238502
005080,0xfa7bc7593e29803f,0xdfc95954c8804d88,0,1,238501
005080,0xd4b7c1896aa09d4a,0x639fcc4f0c91bec5,0,1,238504
005063,0x5536c7d9bd44d567,0x68397d93bb6f627d,20,128,217948
005063,0x5536c7d9bd44d567,0x68397d93bb6f627d,23,128,217951
005063,0x5536c7d9bd44d567,0x68397d93bb6f627d,22,128,217950
005063,0x5536c7d9bd44d567,0x68397d93bb6f627d,21,128,217949
005063,0x457c939d26070d2d,0x42acfd8eab965b6e,0,1,217951
005063,0x13f3cfdf13c10769,0x1b195141c9cf9938,0,1,217948
005063,0xbfcea0e9cf8b03c6,0xee93e48cdd30a26c,0,1,217950
005063,0x5c3b9fb671395ba8,0x95115e8c58f517c1,0,1,217949
005063,0x2d781de58a6079e7,0xe7d12636594460c0,23,128,217951
005063,0x2d781de58a6079e7,0xe7d12636594460c0,22,128,217950
005063,0x2d781de58a6079e7,0xe7d12636594460c0,21,128,217949
005063,0x2d781de58a6079e7,0xe7d12636594460c0,20,128,217948
005063,0x56dc1079af3ece75,0x64efa6b726dc205a,0,1,217950
005063,0x8d0219d97687dabd,0x2ccb47e1caf5b495,0,1,217949
005063,0x2189a82155f19421,0x3cef8f21237714f6,0,1,217951
005063,0xba26b77dbe994976,0x5046749508e32557,0,1,217948
005092,0x5536c7d9bd44d567,0x68397d93bb6f627d,101,128,236170
005092,0x5536c7d9bd44d567,0x68397d93bb6f627d,100,128,236169
005092,0x5536c7d9bd44d567,0x68397d93bb6f627d,102,128,236171
005092,0x5536c7d9bd44d567,0x68397d93bb6f627d,103,128,236172
005092,0xa803de155194fe45,0x60cf594c81237466,0,1,236171
005092,0x65aef1f17301eddc,0xca45b7779ce4ffb2,0,1,236170
005092,0xa821325928d80de3,0x97f550a06409fd60,0,1,236169
005092,0x3ea17c2f22b49308,0x4a620e15f55b6676,0,1,236172
005092,0x2d781de58a6079e7,0xe7d12636594460c0,100,128,236169
005092,0x2d781de58a6079e7,0xe7d12636594460c0,103,128,236172
005092,0x2d781de58a6079e7,0xe7d12636594460c0,102,128,236171
005092,0x2d781de58a6079e7,0xe7d12636594460c0,101,128,236170
005092,0xeb6c9c5100c42312,0x1456537e55e3f270,0,1,236169
005092,0xf251d098d864a6a3,0x310906e5c1422e7e,0,1,236172
005092,0x14794ba74b6b9650,0x73ea1a7e0e02097,0,1,236170
005092,0xbb3807fbec61c140,0x29df1fbd2fa7bdba,0,1,236171
005087,0x5536c7d9bd44d567,0x68397d93bb6f627d,97,128,238012
005087,0x5536c7d9bd44d567,0x68397d93bb6f627d,96,128,238011
005087,0x5536c7d9bd44d567,0x68397d93bb6f627d,98,128,238013
005087,0x5536c7d9bd44d567,0x68397d93bb6f627d,99,128,238014
005087,0x43e613f2d0e44d14,0x5f0a760f529c1841,0,1,238011
005087,0xb5a4e3ad1aa3af3e,0xe6034034905786a2,0,1,238014
005087,0x99fbe3c20aec1880,0xc836509e3f2470b3,0,1,238012
005087,0xecbe0420761bccad,0x15ea146643f10902,0,1,238013
005087,0x2d781de58a6079e7,0xe7d12636594460c0,99,128,238014
005087,0x2d781de58a6079e7,0xe7d12636594460c0,98,128,238013
005087,0x2d781de58a6079e7,0xe7d12636594460c0,97,128,238012
005087,0x2d781de58a6079e7,0xe7d12636594460c0,96,128,238011
005087,0xc4769eee53a22534,0x1cd5422cd86296ca,0,1,238013
005087,0x702616bf406347e1,0x1fb556a606a44013,0,1,238011
005087,0xa998061cca50055f,0xb436a51d121e52f8,0,1,238012
005087,0xb8ed64dbadf09e34,0xdd93074df00728ce,0,1,238014
005085,0x5536c7d9bd44d567,0x68397d93bb6f627d,95,128,230186
005085,0x5536c7d9bd44d567,0x68397d93bb6f627d,94,128,230185
005085,0x5536c7d9bd44d567,0x68397d93bb6f627d,93,128,230184
005085,0x5536c7d9bd44d567,0x68397d93bb6f627d,92,128,230183
005085,0x6729c79e41c9442,0x2f4c28995ea5b7,0,1,230185
005085,0x4934a2748165f007,0xf6beccbe3b9aaf8e,0,1,230184
005085,0xb4702120eca18fee,0x209a1300693a583d,0,1,230186
005085,0xf62dc2d8bd59b6f8,0xf7baee96b6e588b9,0,1,230183
005085,0x2d781de58a6079e7,0xe7d12636594460c0,95,128,230186
005085,0x2d781de58a6079e7,0xe7d12636594460c0,92,128,230183
005085,0x2d781de58a6079e7,0xe7d12636594460c0,94,128,230185
005085,0x2d781de58a6079e7,0xe7d12636594460c0,93,128,230184
005085,0x460bf52039d27def,0xfb40655213779bf3,0,1,230185
005085,0x26dfcebf2c996d95,0xa17b1cc76da6f983,0,1,230184
005085,0xce700faf9d94bf06,0xfb779fed84e63370,0,1,230186
005085,0x79a001e6965d57cb,0x4c2ef58b608a6d22,0,1,230183
005059,0x5536c7d9bd44d567,0x68397d93bb6f627d,7,128,267780
005059,0x5536c7d9bd44d567,0x68397d93bb6f627d,6,128,267779
005059,0x5536c7d9bd44d567,0x68397d93bb6f627d,5,128,267778
005059,0x5536c7d9bd44d567,0x68397d93bb6f627d,4,128,267777
005059,0xd6583be9fd2ee4f,0xd8348dc88ea867a9,0,1,267780
005059,0xd646aa6bf35a3462,0xbe98c6b36943db68,0,1,267777
005059,0xda9707bafdd56db7,0x8723b062a2391de6,0,1,267778
005059,0x369831f3c4e946c8,0xe29aad0c91c207a6,0,1,267779
005059,0x2d781de58a6079e7,0xe7d12636594460c0,6,128,267779
005059,0x2d781de58a6079e7,0xe7d12636594460c0,7,128,267780
005059,0x2d781de58a6079e7,0xe7d12636594460c0,5,128,267778
005059,0x2d781de58a6079e7,0xe7d12636594460c0,4,128,267777
005059,0x80e58a0d78b05cf7,0xe96632a5b9a0b442,0,1,267779
005059,0xc762e4f1436fbb07,0x459112c1b891bb81,0,1,267778
005059,0x13e0b44d14e83de2,0xdd26016c2bb9c167,0,1,267777
005059,0xe7b03113c9b9c904,0x99db367455d2a6c9,0,1,267780
005097,0x5536c7d9bd44d567,0x68397d93bb6f627d,117,128,178976
005097,0x5536c7d9bd44d567,0x68397d93bb6f627d,116,128,178975
005097,0x5536c7d9bd44d567,0x68397d93bb6f627d,118,128,178977
005097,0x5536c7d9bd44d567,0x68397d93bb6f627d,119,128,178978
005097,0xbde14418498c1503,0xcfd692c17bc57083,0,1,178976
005097,0x1c465c52f572516,0x6dbb28ce2a2a7dd5,0,1,178977
005097,0xfe96b959e167ba06,0xa005e15893e6b651,0,1,178978
005097,0x1dc3dadabf79fed5,0x5d84ad200a82788c,0,1,178975
005097,0x2d781de58a6079e7,0xe7d12636594460c0,119,128,178978
005097,0x2d781de58a6079e7,0xe7d12636594460c0,117,128,178976
005097,0x2d781de58a6079e7,0xe7d12636594460c0,118,128,178977
005097,0x2d781de58a6079e7,0xe7d12636594460c0,116,128,178975
005097,0x8463825e9b458059,0x9e9f8cda53d62377,0,1,178978
005097,0xae9052e1be6a0ea9,0xf27a06ce4fe61181,0,1,178977
005097,0x6b2581933659d483,0xae9505d86e88b92b,0,1,178975
005097,0x4bd638b6ef8d7133,0xff626d96d36b9815,0,1,178976
